Entity,Code,Day,people_fully_vaccinated_per_hundred
District of Columbia,,2021-03-04,6.25
District of Columbia,,2021-03-05,6.43
District of Columbia,,2021-03-06,6.96
District of Columbia,,2021-03-07,7.14
District of Columbia,,2021-03-08,7.33
District of Columbia,,2021-03-09,7.48
District of Columbia,,2021-03-10,7.76
District of Columbia,,2021-03-11,8
District of Columbia,,2021-03-12,8.22
District of Columbia,,2021-03-13,8.49
District of Columbia,,2021-03-14,8.78
District of Columbia,,2021-03-15,9.28
District of Columbia,,2021-03-16,9.52
District of Columbia,,2021-03-17,9.75
District of Columbia,,2021-03-18,9.89
District of Columbia,,2021-03-19,10.09
District of Columbia,,2021-03-20,10.25
District of Columbia,,2021-03-21,10.43
District of Columbia,,2021-03-22,10.55
District of Columbia,,2021-03-23,10.62
District of Columbia,,2021-03-24,10.8
District of Columbia,,2021-03-25,11.3
District of Columbia,,2021-03-26,11.63
District of Columbia,,2021-03-27,11.98
District of Columbia,,2021-03-28,12.49
District of Columbia,,2021-03-29,12.94
District of Columbia,,2021-03-30,13.23
District of Columbia,,2021-03-31,13.81
District of Columbia,,2021-04-01,14.25
District of Columbia,,2021-04-02,14.72
District of Columbia,,2021-04-03,15.18
District of Columbia,,2021-04-04,15.57
District of Columbia,,2021-04-05,15.85
District of Columbia,,2021-04-06,16.05
District of Columbia,,2021-04-07,16.18
District of Columbia,,2021-04-08,17.24
District of Columbia,,2021-04-09,17.81
District of Columbia,,2021-04-10,18.52
Federated States of Micronesia,,2021-01-15,0
Federated States of Micronesia,,2021-01-19,0
Federated States of Micronesia,,2021-01-20,0
Federated States of Micronesia,,2021-01-21,0
Federated States of Micronesia,,2021-01-22,0
Federated States of Micronesia,,2021-01-23,0
Federated States of Micronesia,,2021-01-24,0
Federated States of Micronesia,,2021-01-25,0
Federated States of Micronesia,,2021-01-26,0
Federated States of Micronesia,,2021-01-27,0
Federated States of Micronesia,,2021-01-28,0
Federated States of Micronesia,,2021-01-29,0
Federated States of Micronesia,,2021-01-30,0
Federated States of Micronesia,,2021-01-31,0
Federated States of Micronesia,,2021-02-01,0.01
Federated States of Micronesia,,2021-02-02,0.02
Federated States of Micronesia,,2021-02-03,0.02
Federated States of Micronesia,,2021-02-04,0.03
Federated States of Micronesia,,2021-02-05,0.03
Federated States of Micronesia,,2021-02-06,0.08
Federated States of Micronesia,,2021-02-07,0.08
Federated States of Micronesia,,2021-02-08,0.11
Federated States of Micronesia,,2021-02-09,0.14
Federated States of Micronesia,,2021-02-10,0.24
Federated States of Micronesia,,2021-02-11,0.33
Federated States of Micronesia,,2021-02-12,0.44
Federated States of Micronesia,,2021-02-13,0.74
Federated States of Micronesia,,2021-02-14,0.85
Federated States of Micronesia,,2021-02-16,1.08
Federated States of Micronesia,,2021-02-17,1.4
Federated States of Micronesia,,2021-02-18,1.7
Federated States of Micronesia,,2021-02-19,2
Federated States of Micronesia,,2021-02-20,2
Federated States of Micronesia,,2021-02-21,2.34
Federated States of Micronesia,,2021-02-22,2.37
Federated States of Micronesia,,2021-02-23,2.37
Federated States of Micronesia,,2021-02-24,2.77
Federated States of Micronesia,,2021-02-25,2.94
Federated States of Micronesia,,2021-02-26,3.32
Federated States of Micronesia,,2021-02-27,3.62
Federated States of Micronesia,,2021-02-28,3.99
Federated States of Micronesia,,2021-03-01,4.28
Federated States of Micronesia,,2021-03-02,4.78
Federated States of Micronesia,,2021-03-03,5.16
Federated States of Micronesia,,2021-03-04,5.49
Federated States of Micronesia,,2021-03-05,5.8
Federated States of Micronesia,,2021-03-06,6.15
Federated States of Micronesia,,2021-03-07,6.2
Federated States of Micronesia,,2021-03-08,6.2
Federated States of Micronesia,,2021-03-09,6.44
Federated States of Micronesia,,2021-03-10,6.62
Federated States of Micronesia,,2021-03-11,6.77
Federated States of Micronesia,,2021-03-12,7.01
Federated States of Micronesia,,2021-03-13,7.2
Federated States of Micronesia,,2021-03-14,7.25
Federated States of Micronesia,,2021-03-15,7.25
Federated States of Micronesia,,2021-03-16,7.56
Federated States of Micronesia,,2021-03-17,7.82
Federated States of Micronesia,,2021-03-18,7.82
Federated States of Micronesia,,2021-03-19,8.17
Federated States of Micronesia,,2021-03-20,8.36
Federated States of Micronesia,,2021-03-21,8.38
Federated States of Micronesia,,2021-03-22,8.39
Federated States of Micronesia,,2021-03-23,8.5
Federated States of Micronesia,,2021-03-24,8.68
Federated States of Micronesia,,2021-03-25,8.81
Federated States of Micronesia,,2021-03-26,8.87
Federated States of Micronesia,,2021-03-27,8.99
Federated States of Micronesia,,2021-03-28,9
Federated States of Micronesia,,2021-03-29,9.1
Federated States of Micronesia,,2021-03-30,9.22
Federated States of Micronesia,,2021-03-31,9.32
Federated States of Micronesia,,2021-04-01,9.33
Federated States of Micronesia,,2021-04-02,9.33
Federated States of Micronesia,,2021-04-03,9.43
Federated States of Micronesia,,2021-04-04,9.43
Federated States of Micronesia,,2021-04-05,9.55
Federated States of Micronesia,,2021-04-06,9.69
Federated States of Micronesia,,2021-04-07,9.86
Federated States of Micronesia,,2021-04-08,9.99
Federated States of Micronesia,,2021-04-09,9.99
Federated States of Micronesia,,2021-04-10,10.29
Florida,,2021-01-12,0.19
Florida,,2021-01-13,0.25
Florida,,2021-01-15,0.35
Florida,,2021-01-19,0.48
Florida,,2021-01-20,0.52
Florida,,2021-01-21,0.52
Florida,,2021-01-22,0.58
Florida,,2021-01-23,0.71
Florida,,2021-01-24,0.73
Florida,,2021-01-25,0.73
Florida,,2021-01-26,0.74
Florida,,2021-01-27,0.82
Florida,,2021-01-28,0.95
Florida,,2021-01-29,1.1
Florida,,2021-01-30,1.28
Florida,,2021-01-31,1.39
Florida,,2021-02-01,1.47
Florida,,2021-02-02,1.53
Florida,,2021-02-03,1.74
Florida,,2021-02-04,1.97
Florida,,2021-02-05,2.05
Florida,,2021-02-06,2.38
Florida,,2021-02-07,2.93
Florida,,2021-02-08,2.93
Florida,,2021-02-09,3.23
Florida,,2021-02-10,3.52
Florida,,2021-02-11,3.83
Florida,,2021-02-12,4.48
Florida,,2021-02-13,4.79
Florida,,2021-02-14,5.04
Florida,,2021-02-16,5.28
Florida,,2021-02-17,5.5
Florida,,2021-02-18,5.73
Florida,,2021-02-19,6.42
Florida,,2021-02-20,6.44
Florida,,2021-02-21,6.9
Florida,,2021-02-22,6.8
Florida,,2021-02-23,6.85
Florida,,2021-02-24,7.04
Florida,,2021-02-25,7.3
Florida,,2021-02-26,7.53
Florida,,2021-02-27,7.77
Florida,,2021-02-28,8.2
Florida,,2021-03-01,8.2
Florida,,2021-03-02,8.26
Florida,,2021-03-03,8.42
Florida,,2021-03-04,8.66
Florida,,2021-03-05,8.86
Florida,,2021-03-06,9.21
Florida,,2021-03-07,9.52
Florida,,2021-03-08,9.57
Florida,,2021-03-09,9.66
Florida,,2021-03-10,9.83
Florida,,2021-03-11,10.15
Florida,,2021-03-12,10.44
Florida,,2021-03-13,11.17
Florida,,2021-03-14,11.39
Florida,,2021-03-15,11.42
Florida,,2021-03-16,11.63
Florida,,2021-03-17,11.93
Florida,,2021-03-18,12.25
Florida,,2021-03-19,12.53
Florida,,2021-03-20,12.98
Florida,,2021-03-21,13.3
Florida,,2021-03-22,13.31
Florida,,2021-03-23,13.44
Florida,,2021-03-24,13.68
Florida,,2021-03-25,13.98
Florida,,2021-03-26,14.3
Florida,,2021-03-27,14.72
Florida,,2021-03-28,15.12
Florida,,2021-03-29,15.14
Florida,,2021-03-30,15.43
Florida,,2021-03-31,15.76
Florida,,2021-04-01,16.25
Florida,,2021-04-02,16.7
Florida,,2021-04-03,17.19
Florida,,2021-04-04,17.94
Florida,,2021-04-05,17.95
Florida,,2021-04-06,18.06
Florida,,2021-04-07,18.46
Florida,,2021-04-08,19.14
Florida,,2021-04-09,19.8
Florida,,2021-04-10,20.45
Georgia,GEO,2021-01-12,0.07
Georgia,GEO,2021-01-13,0.08
Georgia,GEO,2021-01-15,0.21
Georgia,GEO,2021-01-19,0.27
Georgia,GEO,2021-01-20,0.33
Georgia,GEO,2021-01-21,0.38
Georgia,GEO,2021-01-22,0.56
Georgia,GEO,2021-01-23,0.56
Georgia,GEO,2021-01-24,0.56
Georgia,GEO,2021-01-25,0.56
Georgia,GEO,2021-01-26,0.61
Georgia,GEO,2021-01-27,0.71
Georgia,GEO,2021-01-28,0.84
Georgia,GEO,2021-01-29,0.94
Georgia,GEO,2021-01-30,1.03
Georgia,GEO,2021-01-31,1.13
Georgia,GEO,2021-02-01,1.18
Georgia,GEO,2021-02-02,1.22
Georgia,GEO,2021-02-03,1.33
Georgia,GEO,2021-02-04,1.44
Georgia,GEO,2021-02-05,1.59
Georgia,GEO,2021-02-06,1.78
Georgia,GEO,2021-02-07,1.98
Georgia,GEO,2021-02-08,2.07
Georgia,GEO,2021-02-09,2.15
Georgia,GEO,2021-02-10,2.37
Georgia,GEO,2021-02-11,2.63
Georgia,GEO,2021-02-12,2.63
Georgia,GEO,2021-02-13,2.96
Georgia,GEO,2021-02-14,3.58
Georgia,GEO,2021-02-16,3.79
Georgia,GEO,2021-02-17,3.79
Georgia,GEO,2021-02-18,4.36
Georgia,GEO,2021-02-19,4.97
Georgia,GEO,2021-02-20,5.35
Georgia,GEO,2021-02-21,5.74
Georgia,GEO,2021-02-22,5.84
Georgia,GEO,2021-02-23,5.88
Georgia,GEO,2021-02-24,6.12
Georgia,GEO,2021-02-25,6.36
Georgia,GEO,2021-02-26,6.65
Georgia,GEO,2021-02-27,6.98
Georgia,GEO,2021-02-28,7
Georgia,GEO,2021-03-01,7
Georgia,GEO,2021-03-02,7.03
Georgia,GEO,2021-03-03,7.3
Georgia,GEO,2021-03-04,7.59
Georgia,GEO,2021-03-05,7.93
Georgia,GEO,2021-03-06,8.17
Georgia,GEO,2021-03-07,8.42
Georgia,GEO,2021-03-08,8.52
Georgia,GEO,2021-03-09,8.58
Georgia,GEO,2021-03-10,8.59
Georgia,GEO,2021-03-11,8.82
Georgia,GEO,2021-03-12,9.23
Georgia,GEO,2021-03-13,9.5
Georgia,GEO,2021-03-14,9.74
Georgia,GEO,2021-03-15,9.84
Georgia,GEO,2021-03-16,9.88
Georgia,GEO,2021-03-17,9.89
Georgia,GEO,2021-03-18,10.19
Georgia,GEO,2021-03-19,10.21
Georgia,GEO,2021-03-20,10.72
Georgia,GEO,2021-03-21,10.88
Georgia,GEO,2021-03-22,11.04
Georgia,GEO,2021-03-23,11.04
Georgia,GEO,2021-03-24,11.22
Georgia,GEO,2021-03-25,11.38
Georgia,GEO,2021-03-26,11.58
Georgia,GEO,2021-03-27,11.77
Georgia,GEO,2021-03-28,11.94
Georgia,GEO,2021-03-29,12.01
Georgia,GEO,2021-03-30,12.06
Georgia,GEO,2021-03-31,12.26
Georgia,GEO,2021-04-01,12.5
Georgia,GEO,2021-04-02,12.81
Georgia,GEO,2021-04-03,13.11
Georgia,GEO,2021-04-04,13.13
Georgia,GEO,2021-04-05,13.33
Georgia,GEO,2021-04-06,13.39
Georgia,GEO,2021-04-07,14.08
Georgia,GEO,2021-04-08,14.47
Georgia,GEO,2021-04-09,14.95
Georgia,GEO,2021-04-10,14.99
Guam,GUM,2021-01-26,2.29
Guam,GUM,2021-01-27,2.33
Guam,GUM,2021-01-28,2.39
Guam,GUM,2021-01-29,2.63
Guam,GUM,2021-01-30,2.71
Guam,GUM,2021-01-31,2.71
Guam,GUM,2021-02-01,2.86
Guam,GUM,2021-02-02,2.98
Guam,GUM,2021-02-03,3.08
Guam,GUM,2021-02-04,3.08
Guam,GUM,2021-02-05,3.21
Guam,GUM,2021-02-06,3.37
Guam,GUM,2021-02-07,3.51
Guam,GUM,2021-02-08,3.52
Guam,GUM,2021-02-09,3.78
Guam,GUM,2021-02-10,4.15
Guam,GUM,2021-02-11,4.65
Guam,GUM,2021-02-12,5.4
Guam,GUM,2021-02-13,6.1
Guam,GUM,2021-02-14,6.45
Guam,GUM,2021-02-16,6.8
Guam,GUM,2021-02-17,7.39
Guam,GUM,2021-02-18,8.03
Guam,GUM,2021-02-19,9.14
Guam,GUM,2021-02-20,9.71
Guam,GUM,2021-02-21,9.73
Guam,GUM,2021-02-22,10.17
Guam,GUM,2021-02-23,10.46
Guam,GUM,2021-02-24,10.84
Guam,GUM,2021-02-25,11.23
Guam,GUM,2021-02-26,11.24
Guam,GUM,2021-02-27,11.79
Guam,GUM,2021-02-28,12.2
Guam,GUM,2021-03-01,12.22
Guam,GUM,2021-03-02,12.29
Guam,GUM,2021-03-03,12.3
Guam,GUM,2021-03-04,12.48
Guam,GUM,2021-03-05,12.56
Guam,GUM,2021-03-06,12.58
Guam,GUM,2021-03-07,12.58
Guam,GUM,2021-03-08,12.62
Guam,GUM,2021-03-09,13.39
Guam,GUM,2021-03-10,14.37
Guam,GUM,2021-03-11,15.24
Guam,GUM,2021-03-12,16.03
Guam,GUM,2021-03-13,16.9
Guam,GUM,2021-03-14,17.49
Guam,GUM,2021-03-15,17.54
Guam,GUM,2021-03-16,17.67
Guam,GUM,2021-03-17,17.9
Guam,GUM,2021-03-18,18.1
Guam,GUM,2021-03-19,18.32
Guam,GUM,2021-03-20,18.37
Guam,GUM,2021-03-21,18.38
Guam,GUM,2021-03-22,18.53
Guam,GUM,2021-03-23,18.7
Guam,GUM,2021-03-24,18.78
Guam,GUM,2021-03-25,18.85
Guam,GUM,2021-03-26,18.98
Guam,GUM,2021-03-27,19.07
Guam,GUM,2021-03-28,19.14
Guam,GUM,2021-03-29,19.18
Guam,GUM,2021-03-30,19.22
Guam,GUM,2021-03-31,19.38
Guam,GUM,2021-04-01,19.45
Guam,GUM,2021-04-02,19.59
Guam,GUM,2021-04-03,19.75
Guam,GUM,2021-04-04,19.78
Guam,GUM,2021-04-05,19.81
Guam,GUM,2021-04-06,19.84
Guam,GUM,2021-04-07,20.54
Guam,GUM,2021-04-08,21
Guam,GUM,2021-04-09,21.5
Guam,GUM,2021-04-10,21.59
Hawaii,,2021-01-15,0.51
Hawaii,,2021-01-19,0.8
Hawaii,,2021-01-20,0.98
Hawaii,,2021-01-21,1.14
Hawaii,,2021-01-22,1.19
Hawaii,,2021-01-23,1.19
Hawaii,,2021-01-24,1.19
Hawaii,,2021-01-25,1.26
Hawaii,,2021-01-26,1.27
Hawaii,,2021-01-27,1.31
Hawaii,,2021-01-28,1.4
Hawaii,,2021-01-29,1.54
Hawaii,,2021-01-30,1.68
Hawaii,,2021-01-31,1.83
Hawaii,,2021-02-01,1.91
Hawaii,,2021-02-02,1.92
Hawaii,,2021-02-03,1.99
Hawaii,,2021-02-04,2.16
Hawaii,,2021-02-05,2.38
Hawaii,,2021-02-06,2.62
Hawaii,,2021-02-07,2.86
Hawaii,,2021-02-08,3
Hawaii,,2021-02-09,3
Hawaii,,2021-02-10,3
Hawaii,,2021-02-11,3.53
Hawaii,,2021-02-12,3.81
Hawaii,,2021-02-13,4.11
Hawaii,,2021-02-14,4.4
Hawaii,,2021-02-16,4.85
Hawaii,,2021-02-17,4.93
Hawaii,,2021-02-18,5.17
Hawaii,,2021-02-19,6.42
Hawaii,,2021-02-20,6.85
Hawaii,,2021-02-21,7.26
Hawaii,,2021-02-22,7.62
Hawaii,,2021-02-23,7.71
Hawaii,,2021-02-24,7.99
Hawaii,,2021-02-25,8.31
Hawaii,,2021-02-26,8.7
Hawaii,,2021-02-27,9.17
Hawaii,,2021-02-28,9.67
Hawaii,,2021-03-01,9.98
Hawaii,,2021-03-02,10.15
Hawaii,,2021-03-03,10.44
Hawaii,,2021-03-04,10.91
Hawaii,,2021-03-05,11.28
Hawaii,,2021-03-06,11.69
Hawaii,,2021-03-07,11.77
Hawaii,,2021-03-08,12.35
Hawaii,,2021-03-09,12.71
Hawaii,,2021-03-10,13.04
Hawaii,,2021-03-11,13.33
Hawaii,,2021-03-12,13.68
Hawaii,,2021-03-13,14.06
Hawaii,,2021-03-14,14.34
Hawaii,,2021-03-15,14.69
Hawaii,,2021-03-16,14.91
Hawaii,,2021-03-17,15.25
Hawaii,,2021-03-18,15.51
Hawaii,,2021-03-19,15.83
Hawaii,,2021-03-20,16.11
Hawaii,,2021-03-21,16.35
Hawaii,,2021-03-22,16.42
Hawaii,,2021-03-23,16.61
Hawaii,,2021-03-24,16.84
Hawaii,,2021-03-25,17.15
Hawaii,,2021-03-26,17.68
Hawaii,,2021-03-27,17.72
Hawaii,,2021-03-28,17.77
Hawaii,,2021-03-29,18.33
Hawaii,,2021-03-30,18.51
Hawaii,,2021-03-31,18.96
Hawaii,,2021-04-01,19.51
Hawaii,,2021-04-02,20.11
Hawaii,,2021-04-03,20.49
Hawaii,,2021-04-04,20.95
Hawaii,,2021-04-05,21.12
Hawaii,,2021-04-06,21.43
Hawaii,,2021-04-07,22
Hawaii,,2021-04-08,22.75
Hawaii,,2021-04-09,23.6
Hawaii,,2021-04-10,23.66
Idaho,,2021-01-12,0.24
Idaho,,2021-01-13,0.32
Idaho,,2021-01-15,0.49
Idaho,,2021-01-19,0.57
Idaho,,2021-01-20,0.6
Idaho,,2021-01-21,0.66
Idaho,,2021-01-22,0.73
Idaho,,2021-01-23,0.77
Idaho,,2021-01-24,0.79
Idaho,,2021-01-25,0.81
Idaho,,2021-01-26,0.82
Idaho,,2021-01-27,0.86
Idaho,,2021-01-28,0.94
Idaho,,2021-01-29,1.06
Idaho,,2021-01-30,1.13
Idaho,,2021-01-31,1.21
Idaho,,2021-02-01,1.26
Idaho,,2021-02-02,1.27
Idaho,,2021-02-03,1.35
Idaho,,2021-02-04,1.47
Idaho,,2021-02-05,1.62
Idaho,,2021-02-06,1.79
Idaho,,2021-02-07,1.92
Idaho,,2021-02-08,2.01
Idaho,,2021-02-09,2.07
Idaho,,2021-02-10,2.22
Idaho,,2021-02-11,2.42
Idaho,,2021-02-12,2.42
Idaho,,2021-02-13,2.6
Idaho,,2021-02-14,3.17
Idaho,,2021-02-16,3.62
Idaho,,2021-02-17,3.79
Idaho,,2021-02-18,4
Idaho,,2021-02-19,4.56
Idaho,,2021-02-20,4.79
Idaho,,2021-02-21,5.16
Idaho,,2021-02-22,5.53
Idaho,,2021-02-23,5.65
Idaho,,2021-02-24,5.86
Idaho,,2021-02-25,6.21
Idaho,,2021-02-26,6.51
Idaho,,2021-02-27,6.8
Idaho,,2021-02-28,7.17
Idaho,,2021-03-01,7.46
Idaho,,2021-03-02,7.61
Idaho,,2021-03-03,7.87
Idaho,,2021-03-04,8.14
Idaho,,2021-03-05,8.52
Idaho,,2021-03-06,8.93
Idaho,,2021-03-07,9.33
Idaho,,2021-03-08,9.76
Idaho,,2021-03-09,9.98
Idaho,,2021-03-10,10.2
Idaho,,2021-03-11,10.48
Idaho,,2021-03-12,10.83
Idaho,,2021-03-13,11.19
Idaho,,2021-03-14,11.56
Idaho,,2021-03-15,11.87
Idaho,,2021-03-16,12.04
Idaho,,2021-03-17,12.07
Idaho,,2021-03-18,12.57
Idaho,,2021-03-19,12.94
Idaho,,2021-03-20,13.38
Idaho,,2021-03-21,13.71
Idaho,,2021-03-22,14
Idaho,,2021-03-23,14.21
Idaho,,2021-03-24,14.42
Idaho,,2021-03-25,14.66
Idaho,,2021-03-26,14.99
Idaho,,2021-03-27,15.34
Idaho,,2021-03-28,15.79
Idaho,,2021-03-29,16.05
Idaho,,2021-03-30,16.19
Idaho,,2021-03-31,16.46
Idaho,,2021-04-01,16.8
Idaho,,2021-04-02,17.21
Idaho,,2021-04-03,17.63
Idaho,,2021-04-04,18.02
Idaho,,2021-04-05,18.29
Idaho,,2021-04-06,18.37
Idaho,,2021-04-07,18.79
Idaho,,2021-04-08,19.21
Idaho,,2021-04-09,19.71
Idaho,,2021-04-10,20.26
Illinois,,2021-01-12,0.5
Illinois,,2021-01-13,0.59
Illinois,,2021-01-15,0.72
Illinois,,2021-01-19,0.82
Illinois,,2021-01-20,0.85
Illinois,,2021-01-21,0.88
Illinois,,2021-01-22,0.95
Illinois,,2021-01-23,1.02
Illinois,,2021-01-24,1.07
Illinois,,2021-01-25,1.08
Illinois,,2021-01-26,1.11
Illinois,,2021-01-27,1.17
Illinois,,2021-01-28,1.28
Illinois,,2021-01-29,1.43
Illinois,,2021-01-30,1.56
Illinois,,2021-01-31,1.67
Illinois,,2021-02-01,1.73
Illinois,,2021-02-02,1.76
Illinois,,2021-02-03,1.82
Illinois,,2021-02-04,1.96
Illinois,,2021-02-05,2.05
Illinois,,2021-02-06,2.17
Illinois,,2021-02-07,2.28
Illinois,,2021-02-08,2.36
Illinois,,2021-02-09,2.39
Illinois,,2021-02-10,2.48
Illinois,,2021-02-11,2.61
Illinois,,2021-02-12,2.75
Illinois,,2021-02-13,2.97
Illinois,,2021-02-14,3.16
Illinois,,2021-02-16,3.34
Illinois,,2021-02-17,3.4
Illinois,,2021-02-18,3.52
Illinois,,2021-02-19,3.89
Illinois,,2021-02-20,4.16
Illinois,,2021-02-21,4.42
Illinois,,2021-02-22,4.56
Illinois,,2021-02-23,4.76
Illinois,,2021-02-24,4.92
Illinois,,2021-02-25,5.15
Illinois,,2021-02-26,5.55
Illinois,,2021-02-27,5.98
Illinois,,2021-02-28,6.36
Illinois,,2021-03-01,6.69
Illinois,,2021-03-02,6.85
Illinois,,2021-03-03,7.09
Illinois,,2021-03-04,7.41
Illinois,,2021-03-05,7.77
Illinois,,2021-03-06,8.29
Illinois,,2021-03-07,8.75
Illinois,,2021-03-08,9.11
Illinois,,2021-03-09,9.21
Illinois,,2021-03-10,9.48
Illinois,,2021-03-11,9.83
Illinois,,2021-03-12,10.5
Illinois,,2021-03-13,11.54
Illinois,,2021-03-14,11.54
Illinois,,2021-03-15,11.9
Illinois,,2021-03-16,12.24
Illinois,,2021-03-17,12.57
Illinois,,2021-03-18,12.92
Illinois,,2021-03-19,13.24
Illinois,,2021-03-20,13.6
Illinois,,2021-03-21,13.95
Illinois,,2021-03-22,14.19
Illinois,,2021-03-23,14.32
Illinois,,2021-03-24,14.52
Illinois,,2021-03-25,14.77
Illinois,,2021-03-26,15.04
Illinois,,2021-03-27,15.35
Illinois,,2021-03-28,15.76
Illinois,,2021-03-29,16.12
Illinois,,2021-03-30,16.26
Illinois,,2021-03-31,16.49
Illinois,,2021-04-01,16.89
Illinois,,2021-04-02,17.24
Illinois,,2021-04-03,17.7
Illinois,,2021-04-04,18.16
Illinois,,2021-04-05,18.52
Illinois,,2021-04-06,18.61
Illinois,,2021-04-07,18.94
Illinois,,2021-04-08,19.48
Illinois,,2021-04-09,20.08
Illinois,,2021-04-10,20.83
Indian Health Svc,,2021-02-17,5.04
Indian Health Svc,,2021-02-18,5.21
Indian Health Svc,,2021-02-19,5.2
Indian Health Svc,,2021-02-20,5.31
Indian Health Svc,,2021-02-21,5.53
Indian Health Svc,,2021-02-22,5.84
Indian Health Svc,,2021-02-23,6.06
Indian Health Svc,,2021-02-24,6.31
Indian Health Svc,,2021-02-25,6.71
Indian Health Svc,,2021-02-26,7.31
Indian Health Svc,,2021-02-27,7.73
Indian Health Svc,,2021-02-28,8.02
Indian Health Svc,,2021-03-01,8.38
Indian Health Svc,,2021-03-02,8.6
Indian Health Svc,,2021-03-03,8.84
Indian Health Svc,,2021-03-04,9.13
Indian Health Svc,,2021-03-05,9.51
Indian Health Svc,,2021-03-06,10.04
Indian Health Svc,,2021-03-07,10.29
Indian Health Svc,,2021-03-08,10.57
Indian Health Svc,,2021-03-09,10.63
Indian Health Svc,,2021-03-10,11
Indian Health Svc,,2021-03-11,11.27
Indian Health Svc,,2021-03-12,11.69
Indian Health Svc,,2021-03-13,12.12
Indian Health Svc,,2021-03-14,12.44
Indian Health Svc,,2021-03-15,12.71
Indian Health Svc,,2021-03-16,12.99
Indian Health Svc,,2021-03-17,13.22
Indian Health Svc,,2021-03-18,13.57
Indian Health Svc,,2021-03-19,13.87
Indian Health Svc,,2021-03-20,14.11
Indian Health Svc,,2021-03-21,14.56
Indian Health Svc,,2021-03-22,14.91
Indian Health Svc,,2021-03-23,14.96
Indian Health Svc,,2021-03-24,15.3
Indian Health Svc,,2021-03-25,15.53
Indian Health Svc,,2021-03-26,15.93
Indian Health Svc,,2021-03-27,16.32
Indian Health Svc,,2021-03-28,16.9
Indian Health Svc,,2021-03-29,17.03
Indian Health Svc,,2021-03-30,17.08
Indian Health Svc,,2021-03-31,17.41
Indian Health Svc,,2021-04-01,17.87
Indian Health Svc,,2021-04-02,18.28
Indian Health Svc,,2021-04-03,18.66
Indian Health Svc,,2021-04-04,19.19
Indian Health Svc,,2021-04-05,19.25
Indian Health Svc,,2021-04-06,19.33
Indian Health Svc,,2021-04-07,19.66
Indian Health Svc,,2021-04-08,20
Indian Health Svc,,2021-04-09,20.44
Indian Health Svc,,2021-04-10,20.94
Indiana,,2021-01-12,0.35
Indiana,,2021-01-13,0.48
Indiana,,2021-01-15,0.56
Indiana,,2021-01-19,0.76
Indiana,,2021-01-20,0.87
Indiana,,2021-01-21,0.99
Indiana,,2021-01-22,1.1
Indiana,,2021-01-23,1.16
Indiana,,2021-01-24,1.16
Indiana,,2021-01-25,1.24
Indiana,,2021-01-26,1.26
Indiana,,2021-01-27,1.36
Indiana,,2021-01-28,1.45
Indiana,,2021-01-29,1.56
Indiana,,2021-01-30,1.65
Indiana,,2021-01-31,1.65
Indiana,,2021-02-01,1.65
Indiana,,2021-02-02,1.68
Indiana,,2021-02-03,1.79
Indiana,,2021-02-04,1.93
Indiana,,2021-02-05,2.12
Indiana,,2021-02-06,2.32
Indiana,,2021-02-07,2.32
Indiana,,2021-02-08,2.32
Indiana,,2021-02-09,2.4
Indiana,,2021-02-10,2.63
Indiana,,2021-02-11,2.89
Indiana,,2021-02-12,3.17
Indiana,,2021-02-13,3.98
Indiana,,2021-02-14,4.27
Indiana,,2021-02-16,4.5
Indiana,,2021-02-17,4.66
Indiana,,2021-02-18,4.76
Indiana,,2021-02-19,5.21
Indiana,,2021-02-20,5.54
Indiana,,2021-02-21,5.84
Indiana,,2021-02-22,6.03
Indiana,,2021-02-23,6.08
Indiana,,2021-02-24,6.58
Indiana,,2021-02-25,7.39
Indiana,,2021-02-26,7.77
Indiana,,2021-02-27,8.14
Indiana,,2021-02-28,8.44
Indiana,,2021-03-01,8.65
Indiana,,2021-03-02,8.71
Indiana,,2021-03-03,8.98
Indiana,,2021-03-04,9.31
Indiana,,2021-03-05,9.69
Indiana,,2021-03-06,10.05
Indiana,,2021-03-07,10.35
Indiana,,2021-03-08,10.65
Indiana,,2021-03-09,10.75
Indiana,,2021-03-10,11.07
Indiana,,2021-03-11,11.37
Indiana,,2021-03-12,11.76
Indiana,,2021-03-13,12.44
Indiana,,2021-03-14,12.44
Indiana,,2021-03-15,12.69
Indiana,,2021-03-16,12.77
Indiana,,2021-03-17,13.01
Indiana,,2021-03-18,13.27
Indiana,,2021-03-19,13.57
Indiana,,2021-03-20,13.93
Indiana,,2021-03-21,14.21
Indiana,,2021-03-22,14.4
Indiana,,2021-03-23,14.48
Indiana,,2021-03-24,14.7
Indiana,,2021-03-25,15.02
Indiana,,2021-03-26,15.4
Indiana,,2021-03-27,15.75
Indiana,,2021-03-28,16.08
Indiana,,2021-03-29,16.31
Indiana,,2021-03-30,16.39
Indiana,,2021-03-31,16.69
Indiana,,2021-04-01,17.04
Indiana,,2021-04-02,17.45
Indiana,,2021-04-03,17.95
Indiana,,2021-04-04,18.32
Indiana,,2021-04-05,18.57
Indiana,,2021-04-06,18.61
Indiana,,2021-04-07,18.91
Indiana,,2021-04-08,19.28
Indiana,,2021-04-09,19.7
Indiana,,2021-04-10,20.15
Iowa,,2021-01-12,0.19
Iowa,,2021-01-13,0.3
Iowa,,2021-01-15,0.34
Iowa,,2021-01-19,0.4
Iowa,,2021-01-20,0.44
Iowa,,2021-01-21,0.53
Iowa,,2021-01-22,0.71
